word,value
above,2.122545379213989
excited,2.117019122990314
messed,2.107836347306147
&,2.104515606275527
saw,2.10427109291777
greeted,2.0947789314668626
longer,2.0943156469147652
looks,2.0796119919687044
first,2.077683817158686
eye,2.0736444225767627
update,2.064320895355195
where,2.060838260120363
exactly,2.051356297917664
always,2.0475512653938495
gym,2.027543527074158
worked,2.0239111282862723
seasoned,2.0221526492387056
screwed,2.015437134541571
smelled,2.0148518555797637
live,2.014776268915739
ingredients,2.0125206171069294
value,2.0071978238411248
took,2.0060032206602045
rubbery,2.0015307180583477
smells,1.990841671358794
attentive,1.9749826879706234
an,1.9704170181430527
fantastic,1.96965308371
sandwich,1.9645523755461909
excuse,1.963595118955709
acted,1.9624852444976568
ran,1.959298407426104
new,1.9509263738582376
used,1.9505481358064571
stomach,1.950505342334509
apology,1.9436123240739107
tough,1.9422714926768094
whatever,1.9404288735240698
horrendous,1.9385262951254845
please,1.9331351605069358
call,1.928430517684319
interested,1.92684694705531
problem,1.9221673487772932
nobody,1.9190655595157295
incorrect,1.9146469514817
must,1.8999081410001963
fake,1.8987940694205463
dated,1.8954004552215338
beer,1.8926099482923746
toast,1.8869434706866741
charges,1.8859850629232824
oil,1.8751074358006008
underwhelmed,1.8729050494730473
dump,1.872799865435809
treated,1.8714832027908415
:/,1.8707685954868793
bed,1.8707645111717284
club,1.870189369568834
ill,1.8665627436712384
less,1.8648968205961864
quick,1.862651095201727
disaster,1.8605154436081648
ate,1.8520810051995795
skip,1.8511340729892254
standard,1.8426724536111578
welcome,1.8419504477642477
pissed,1.8404653128236532
working,1.839239195047412
girls,1.8390508607262745
workers,1.8066697374451905
reason,1.8046077890176093
women,1.8007297329604626
delivered,1.8003183770924807
appreciate,1.795643167104572
disgusted,1.7942884434014559
giving,1.792497776041273
instead,1.7919370156596415
thin,1.7849508881336078
doing,1.782556569436565
warning,1.780740431509912
meal,1.7805514687206596
twice,1.7764653163903859
answer,1.7696107937954366
sticky,1.7536980346776545
breakfast,1.7517353483417537
bite,1.7406105531845242
makes,1.7370951229822822
lacks,1.7315247245132923
dissapointed,1.7305253092199564
say,1.7281129130424233
annoying,1.7247254573740065
only,1.7182627093498013
sauce,1.7180177016853122
right,1.7166762388369534
register,1.7109542263206095
nicht,1.709710655733943
non,1.7025537324370816
lackluster,1.7014644108712673
\n\ni,1.6901307925581932
otherwise,1.6888574906624854
seems,1.6824150833417661
denny,1.6787912831641734
carry,1.6608440439449623
step,1.6556532033719122
corporate,1.6536095876945183
damn,1.6534744403325021
bug,1.648126949556172
spectacular,1.647944224998355
trying,1.6445566320617218
respect,1.6406240025535226
flavors,1.6363674667663872
toilet,1.6212620232254267
chinese,1.6204382488067495
music,1.6195393678499386
seasoning,1.605884188786149
pass,1.6029384962748736
variety,1.6013719876063988
whatsoever,1.596659753471613
question,1.5918112832587212
seriously,1.5913982621277682
satisfied,1.588833061978221
store,1.5856279035942862
stick,1.579627139843069
quantity,1.5713414121419191
shitty,1.5679967156611383
show,1.566831806791015
prepared,1.5661260593915358
perfect,1.5626810432877392
completely,1.5625794941443019
hello,1.5606751418672502
posted,1.552009439561516
neither,1.5489472579210997
follow,1.5467606224119663
rave,1.5452706227079034
pricing,1.5440832017920911
cup,1.5430729967774823
hardly,1.5405152924358845
paying,1.5379528119810857
bummer,1.5374781251884997
pleasant,1.5334810104686767
fatty,1.5295916402246803
fare,1.524862083606422
cramped,1.5226873606443405
owner,1.520389388941112
),1.5198984008457046
changed,1.515152693260461
over,1.5116891556644987
anything,1.5026718689623522
super,1.5008262291084975
eating,1.5002912445488619
found,1.499240044693579
incompetent,1.4981243163347244
enough,1.4968057062797016
pathetic,1.4963357588276267
delivery,1.4960721945390105
bring,1.492221927328501
able,1.490886670886539
room,1.4875628383160802
--,1.4814970270963386
helped,1.4791297647170722
:),1.4770460687577724
cashier,1.4708510017953813
while,1.4703318094398128
along,1.4665223514311947
inconsistent,1.4617748130112886
chef,1.4610354194883257
absolutely,1.4601479477714747
who,1.4555550395452883
expect,1.4554523503175005
contract,1.4553212188184261
canned,1.4478566218167543
mine,1.4462544668931514
entrees,1.4460802506655455
flies,1.4454313050955534
inattentive,1.445345955900848
lied,1.442056331783533
basic,1.4406999152852222
walmart,1.438378666061908
mexican,1.4369154509622604
bbq,1.4339804560877383
horribly,1.4314327705651522
wash,1.4293653364875354
since,1.4273888021998573
everyone,1.4169793793116696
experiences,1.4137196375522763
unhelpful,1.4080010298639536
hell,1.4077233675052412
disorganized,1.4046861976385117
age,1.3969145026057959
consistent,1.3812002772465348
melted,1.3804295004811138
interesting,1.3801805994007736
supposed,1.3779202126315795
marginal,1.3689120803028345
outrageous,1.3598862374201417
gas,1.3572318598162383
clueless,1.3516474850475788
condescending,1.345323053188622
getting,1.3406576803536154
its,1.3394671870482853
acknowledged,1.3389400001615286
creepy,1.3343595219776034
beyond,1.3324810785707086
ordinary,1.3315335740335286
pleased,1.3290977496653795
depressing,1.3270016051828861
consider,1.3254487419035286
hard,1.3248653650662163
microwaved,1.3242707457393408
existent,1.3240910395979881
indifferent,1.321467787027359
lie,1.3202719692490064
tender,1.31859465315938
walked,1.3165255974599859
wait,1.3159837596831494
dining,1.3129098674398847
\ni,1.309264168376103
cardboard,1.3084214618429542
am,1.307027674280107
these,1.3039885759353638
unfortunate,1.3006199039518833
almost,1.2998250319506042
ordered,1.2997425646681222
steaks,1.298092088662088
flag,1.2957208147272468
experienced,1.2935699950903654
soon,1.2924936395138502
today,1.2841852031560848
frustrated,1.2805956196971238
confused,1.2786447671242058
free,1.2784487674362026
rudest,1.2750700544565916
(,1.2718889371753903
lunch,1.2712818677100586
bun,1.2691931831650436
fixed,1.263864930253476
helping,1.2622778536751866
unhappy,1.2622011890634894
're,1.261866218119394
mall,1.2615503997076303
atrocious,1.2605084143579006
nightmare,1.2579475701786578
bored,1.2554338392801583
night,1.2552802207064815
world,1.2483396655879915
more,1.2480475401171134
/,1.2435106444754638
deserve,1.2388768028467894
hated,1.2379993258509785
side,1.2379415476170834
cigarette,1.2363552879542112
ribs,1.2358824494294822
waitresses,1.2287957889493555
police,1.22791881673038
grace,1.2246276121586561
screw,1.2240401015151292
too,1.2224409956288582
beers,1.2207691172370687
gotten,1.2203454249538481
either,1.2197103914513718
open,1.2173011642880738
vegetables,1.2142196504864842
simply,1.2140657665440813
tasting,1.2104163722833619
shops,1.2095295200124383
memorable,1.208303390070796
town,1.2081131154554896
comfortable,1.2077705548144877
pinch,1.206340428441763
refuse,1.2043336387723684
junk,1.203327326104045
'll,1.2006443713180488
actually,1.2003351089369971
sweet,1.1984292775741778
nor,1.195883849868551
salsa,1.1924939711170737
ugly,1.1913453880697489
see,1.190758574171923
horrid,1.1889204625040293
though,1.1871438992093317
rated,1.1836433314019814
tacos,1.182260423360276
bothered,1.1814335281960666
limp,1.180609904229641
acceptable,1.17921975068748
style,1.178939089004416
risk,1.1755087925121188
nt,1.1742222151297028
costs,1.1706840067636222
desperate,1.1702441237866879
die,1.1682687995489687
seated,1.1649105000251438
personal,1.1635456872172654
filling,1.1615901300683618
desired,1.1591305611655116
wonderful,1.1583160171285272
enjoyable,1.1571379327215254
why,1.1540012629557168
airport,1.1535886640485842
manner,1.1521551124751568
bites,1.1520960738416761
bueno,1.152028365060687
from,1.146310340216587
sour,1.1448521909187548
need,1.1421909570635762
salad,1.14157120406162
pretentious,1.1413138962816447
particularly,1.1388808428309858
dinner,1.1387054547521984
crap,1.1364030019030906
went,1.135748697030067
=,1.1278845196356997
yummy,1.1267433715984225
weak,1.1261134915985167
drinks,1.12260173195682
rudely,1.1175823104567826
racist,1.1171794552356005
hire,1.1126771420240402
later,1.112492936095805
face,1.110615738783963
seemed,1.1067695389356231
motel,1.1067288853228092
total,1.1057748463354073
bleh,1.104224106296897
some,1.1001959997156519
lack,1.0986371658509597
uncomfortable,1.0941153017920442
bs,1.093387197703123
clue,1.0928261959925294
.......,1.0878901602700353
leaves,1.086233745678328
generic,1.0859648678451777
servers,1.0859233854571357
accept,1.077717691194266
outstanding,1.0758274924010038
stayed,1.0751003490877338
dried,1.0711520568002015
taken,1.0684642277192324
improve,1.068088322877884
yell,1.067977536469698
tv,1.0679341844515875
location,1.0674100191390608
steer,1.0664689661934972
trashy,1.0663146879523993
piece,1.065930207783822
diarrhea,1.061539214104414
security,1.060357273556292
burrito,1.0602917411597446
thrilled,1.0598787255585194
absolute,1.0596269126981497
missed,1.0589561560191214
mushrooms,1.0587469576857984
forever,1.0552436764119193
eggs,1.0541010994056705
sat,1.049170456302818
based,1.0441401387797669
orders,1.0419682484061923
against,1.039924702141434
his,1.0397629779326962
air,1.039283469086513
burned,1.0389708277652971
effort,1.0389222369994968
refill,1.0379765257239342
appetizer,1.0376351640443318
compared,1.0350981107912958
roach,1.0284302160143852
trust,1.0255550690344535
charlotte,1.025399170583114
mix,1.024860235163942
fish,1.0212567136331927
portion,1.0180808979202993
website,1.0180081853177398
strips,1.017187938094139
hair,1.0170209862408228
redeeming,1.016404140740633
mistake,1.0152380125946365
play,1.010906592477113
understaffed,1.0083068325184286
anytime,1.0060473720077425
spend,1.0052626649849117
sum,0.9960290536982939
refilled,0.9958466950338334
shady,0.9926413767971098
stinks,0.9886341218370944
chewy,0.9883820251561701
change,0.9870000864611939
noise,0.985674362629652
forgettable,0.980267908424139
homemade,0.9785139812156558
noisy,0.9763934195507318
suppose,0.9758275880012661
cafeteria,0.9726909855380654
fast,0.9724487191124354
energy,0.9723572507500648
heard,0.9717261513142148
hung,0.9702846584841609
switch,0.9702143482863903
any,0.9693661034834804
grade,0.9627749985083938
done,0.9571637170156464
several,0.9544304927112535
glad,0.9524309388361871
willing,0.9507260995451361
he,0.9500942772428971
billing,0.9500328470021486
wants,0.9493872402235866
affordable,0.9474192149937153
stellar,0.9435765482485294
groupon,0.9434931543073617
fair,0.9358722947072238
don't,0.9355460172519088
hear,0.9312113805499393
spoiled,0.9310822444967926
runny,0.9286613594740629
bread,0.9261570922390092
dr.,0.9257597872638144
surprised,0.9254829343408346
absurd,0.9249358912929893
unremarkable,0.9248431911692023
dressing,0.9214555519865826
nope,0.9214253127574921
chili,0.9210675451613497
cream,0.9194968523806892
cause,0.9194192649447359
near,0.9194085776980501
something,0.9174403059150791
dropped,0.9164755565579981
\n\nbut,0.9142968207597733
accommodating,0.9117830703034997
jack,0.9116672854870558
generous,0.911387124331668
day,0.9098528542526765
she,0.9094568795408122
dont,0.9093577358871698
arrogant,0.9093303373083472
rice,0.9080554562970065
doctor,0.9075603444944136
standards,0.9072763957083225
life,0.9052199880825356
properly,0.904127853049431
obviously,0.9039584313286468
appealing,0.9016455155797303
kept,0.9010669037816115
man,0.8998441466392251
attempt,0.8980114124715328
clear,0.8974182860692963
waiting,0.8955821659401408
sandwiches,0.8953603600384668
factor,0.893184969201684
other,0.8887863704730989
could,0.8872483482336975
did,0.886814572953881
spoke,0.8820454701781273
cares,0.8810344743542373
bitter,0.8810267805820331
ground,0.8806370126549155
had,0.8801142747252015
returned,0.8791447629919276
period,0.8790795151144266
yet,0.878065758079174
worthless,0.8778997790068388
means,0.8763032448478043
mushy,0.8741899527376518
evening,0.872921428468544
circus,0.8724363159853965
improvement,0.8722969153895974
informed,0.8696262943558395
rent,0.8659498560009524
behind,0.864185802929569
interest,0.8638232033699751
beautiful,0.8634981966461055
hungry,0.8617675825880724
wi,0.8590848725289106
big,0.8589286308997544
mention,0.8564085863763466
gets,0.8555446791870054
somebody,0.8540201887954026
\nthe,0.8533099963096902
unimpressive,0.8528256118297577
tortilla,0.8516867597354576
program,0.8481296421959996
concerned,0.8455196688883007
except,0.8450013129913714
impress,0.8444064566865563
et,0.8434741804958321
same,0.8434402890779893
claim,0.8434366338187829
fries,0.8421785656973952
touch,0.8415664278436452
each,0.840137980558211
execution,0.8374149114824831
crowd,0.8365708168712445
plain,0.8363184293266386
sales,0.8352951601846144
wth,0.8340490013360977
three,0.8285483735089656
cockroach,0.8269590698182583
vibe,0.8237284058704972
horrific,0.823070639744401
honey,0.8211154928430915
can,0.8210721186042065
bait,0.8210030905902386
steak,0.820916988515819
whenever,0.8208289716858417
yelling,0.8202155800536275
uninspired,0.8191235680133104
tell,0.8149403739662375
diner,0.8143422465072945
reheated,0.8136807400733232
rotten,0.8136399639770389
booked,0.8126679299166426
hyped,0.808167242910713
been,0.8071378999738954
car,0.8070018077996792
beans,0.8037940435751807
ca,0.8032325786916772
shot,0.8020305466197897
made,0.8007415542233502
welcoming,0.7976491898298264
denied,0.7973421476781368
throwing,0.7968749548308551
considering,0.7965921746217646
crispy,0.7956756137427874
ick,0.7928090784698725
bye,0.79267806885764
brunch,0.7916824205894955
cheap,0.7903021497186273
maintained,0.7885969122871757
worn,0.7877440573647618
amount,0.787288595805876
jerk,0.7842862429097295
pork,0.7838168431771919
unsatisfied,0.7776037026196718
conversation,0.7760210734559223
shrimp,0.775176334194839
steakhouse,0.7735250764526427
low,0.7728546216676477
meet,0.77226839622017
advertise,0.7715172781608999
def,0.7708911690860987
putting,0.7704700239701197
useless,0.7687774449586868
cocktail,0.7687060043681413
receive,0.7673665436450392
let,0.7649243553241831
eaten,0.7641375795355998
incredibly,0.7620805623591878
salads,0.7620744074229151
stocked,0.7613638443872333
short,0.7603390172735089
talked,0.7594826164422557
outdated,0.7587750471429899
specifically,0.7583564715459943
dance,0.7576805856078863
lasted,0.7571126408874989
prime,0.7564419193658978
fried,0.7562216557998909
milk,0.7560438166838139
assholes,0.7544147316366434
alone,0.7531996011966839
unlike,0.7475168611854315
ten,0.745977344980929
refried,0.7458126405254006
solid,0.7424272554926574
rid,0.740261212689802
managers,0.7397384908981621
smelly,0.7395417578518391
roaches,0.7376746572554111
subway,0.7376240308803972
flat,0.7372307005571201
excalibur,0.7367797754704952
toppings,0.7360504086827859
venue,0.7348652507644147
container,0.7341326335445046
exceptional,0.7333907827269286
sewer,0.7332962621003389
falls,0.7329274695366621
painful,0.7319142846390605
pair,0.7285880181007087
communication,0.7279627670068294
suspect,0.7268920745700598
cleanliness,0.7260813042521477
sound,0.725320479250513
cashiers,0.7220335146412253
carne,0.721346955106128
message,0.7208024435676634
without,0.7186836192558985
yucky,0.7186372950673103
hooters,0.7150378208607435
eventually,0.7143811965361238
lettuce,0.7123485661577433
cox,0.7110408241278492
smell,0.7106503161921864
unorganized,0.7095247535035014
small,0.7093895702892041
closes,0.7087228538002819
team,0.7086068236967549
around,0.708021333310171
mark,0.7070325426757336
typical,0.706680452087312
yuk,0.7060117851942778
updated,0.7059784778393805
unappetizing,0.7054096516221762
advertised,0.705280277878046
raw,0.7014343367191032
healthy,0.701036594575271
general,0.6987592128571123
\nwe,0.6980722076259553
greeting,0.6961952080018818
male,0.6947847232222557
grossed,0.6905768811702728
figure,0.6902855006046593
bomb,0.6899352567270398
meals,0.6890452780935448
arrive,0.6878035499248654
buffets,0.6877528782351874
clearly,0.6868643364286982
calamari,0.6842962322989479
then,0.6820759086040198
king,0.6792699388461187
cupcakes,0.6777957777376287
knows,0.6775587806478143
notch,0.676985489204526
proceeded,0.675831391941756
've,0.6754592286670231
inefficient,0.6741514960303903
mixed,0.6736055195942754
boyfriend,0.672984178760089
look,0.6729351392641547
ehh,0.6725082546472549
polite,0.6716790408827364
juice,0.6706645753001794
freezing,0.6702627819031477
sub,0.6695060245838249
thing,0.6692803517435095
property,0.6685668252175674
microwave,0.6676754970103502
salesman,0.6673640878871083
hut,0.6658338026609272
close,0.6651785485300934
dad,0.6649062666110694
fact,0.6636457621061709
thinks,0.663213737308979
chances,0.6618936820887029
freezer,0.6616226166952401
odor,0.6609176881611347
peppers,0.6578543798532337
likely,0.6573087489814498
internet,0.6547767894226126
lines,0.6547321343532531
match,0.6546584640746005
front,0.6539662399009103
listen,0.651813167729415
appear,0.6517059695906937
lukewarm,0.6500335722230375
dissapointing,0.6483950931578875
dishonest,0.6471360386349261
start,0.6463559329276904
robbed,0.6462934343144298
dumb,0.6432389421388507
another,0.6423601263668388
daily,0.6419108933769166
abysmal,0.6417146176099777
classy,0.6416285960003734
stunk,0.6397192180156708
stuck,0.6396885368740186
contact,0.6393383313552476
attempted,0.638479795306921
separate,0.6384401528630406
charging,0.6366272792220116
knowledgeable,0.636374793946743
locked,0.6361446164082736
attending,0.6341745443642139
perfectly,0.6335077341645956
convenient,0.6311339102685452
tried,0.6302887418423779
local,0.629978924349416
target,0.6296310774050653
access,0.6295094517990947
ripoff,0.6283898614346981
offered,0.6281832229287829
english,0.6245782289188355
latte,0.6224251319654286
crepes,0.6213527688523754
drunk,0.6210473644314334
obnoxious,0.620478322962299
impression,0.6199930756120011
behavior,0.6197286024689674
reply,0.6158189307898283
dissatisfied,0.6140172447776422
thrown,0.6120376409962773
sooo,0.6118130078539252
smokey,0.6113914158195257
lying,0.6092708331998438
douche,0.6077983863651752
strange,0.6077562512364239
stuffed,0.6070575886406004
'm,0.606953694295953
bummed,0.606046985834837
class,0.6058264276944101
take,0.6052874944944051
selling,0.6049381601624191
tired,0.6025170039501972
appears,0.6022350452840328
idiot,0.601313560269773
buying,0.6003076023771428
kind,0.5997946783318184
feel,0.5992164180788677
badly,0.5981296799145639
shape,0.5958406053250656
overdone,0.5957274362444878
plan,0.5939212010707706
i'd,0.5934998039156199
expired,0.5923453527502716
crisp,0.5919873306993395
expiration,0.5899871084839106
blech,0.5899699814617634
assistance,0.5889322082512081
before,0.5884008698740217
gluten,0.5883513796143234
satisfy,0.5872149784117937
friends,0.5867394406086532
lamb,0.5862053133314475
sent,0.5861739896208746
shut,0.5857786705018952
cups,0.5856956962961704
crooks,0.5848899148404598
written,0.5846063359640539
yikes,0.5839568912051618
superb,0.5835667541250587
spotty,0.5808820128440857
pool,0.5808400846581208
tofu,0.5797177150379866
\n\nmaybe,0.5789460418745875
